track id,track name,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
7xbWAw3LMgRMn4omR5yVn3,Lose Somebody,Kygo,0.58,0.586,1.0,-6.883,1.0,0.0357,0.344,0.0,0.0755,0.507,147.988
49dFIRQCQxPWgoH0m38XQ5,Summer Feelings (feat. Charlie Puth) - From 'SCOOB!' The Album,Lennon Stella,0.696,0.686,5.0,-6.113,0.0,0.0309,0.262,0.0,0.174,0.7,115.982
0VjIjW4GlUZAMYd2vXMi3b,Blinding Lights,The Weeknd,0.514,0.73,1.0,-5.934,1.0,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005
2Yer0p7uB2lVBUAtANuuQp,Magic In The Hamptons (feat. Lil Yachty),Social House,0.769,0.479,1.0,-5.339,1.0,0.0385,0.66,0.0,0.0914,0.803,96.051
7k6tAZp4m93oswrPqSfBbc,On Me (feat. Ava Max),Thomas Rhett,0.548,0.721,8.0,-4.466,1.0,0.0472,0.0119,0.0,0.216,0.594,177.918
3Z8FwOEN59mRMxDCtb8N0A,Be Kind (with Halsey),Marshmello,0.63,0.633,4.0,-7.088,1.0,0.0457,0.00776,0.0,0.0541,0.452,93.995
3KkXRkHbMCARz0aVfEt68P,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,0.76,0.479,2.0,-5.574,1.0,0.0466,0.556,0.0,0.0703,0.913,89.911
5iFwAOB2TFkPJk8sMlxP8g,Make You Mine,PUBLIC,0.606,0.799,9.0,-4.452,1.0,0.0261,0.0128,0.0,0.15,0.638,103.014
4ZTTUAjJCd4NMZmIU7RB4c,Midnight (feat. Liam Payne),Alesso,0.587,0.648,11.0,-6.927,0.0,0.0439,0.0561,0.0,0.115,0.281,144.028
5Gj1wG8b12VQdEd3hUuSwo,Freedom,Kygo,0.715,0.635,7.0,-6.591,1.0,0.0791,0.127,0.0,0.0862,0.39,112.887
62aP9fBQKYKxi7PDXwcUAS,ily (i love you baby) (feat. Emilee),Surf Mesa,0.674,0.774,11.0,-7.567,0.0,0.0892,0.0686,0.00188,0.393,0.33,112.05
3H7ihDc1dqLriiWXwsc2po,Breaking Me,Topic,0.789,0.72,8.0,-5.652,0.0,0.218,0.223,0.0,0.129,0.664,122.031
7kQkmyoHCEqwe7QwDbkSXM,Let's Fall in Love for the Night,FINNEAS,0.737,0.408,5.0,-7.941,1.0,0.104,0.802,0.0,0.171,0.374,127.921
3QpkbrYXtlU3LRJu3sTK6V,Joy,Bastille,0.559,0.915,9.0,-4.811,1.0,0.132,0.222,0.0,0.113,0.361,117.914
2K0r5GD5zYlEMx2M7ZMcqG,Better Days,OneRepublic,0.626,0.726,5.0,-5.015,1.0,0.0376,0.235,0.0,0.304,0.257,89.132
28Tv8zltFDr5wBCG3Pfky4,I Love You's,Hailee Steinfeld,0.682,0.783,8.0,-4.997,1.0,0.18,0.0262,0.0,0.206,0.323,106.899
5SspaMrPfWyRCS0GpjIxa6,Good Example (with Andy Grammer),R3HAB,0.456,0.496,1.0,-6.986,1.0,0.0743,0.427,0.0,0.134,0.45,90.552
7rpNuuoMbid56XkDsx2FjE,Black And White,Niall Horan,0.443,0.582,2.0,-6.02,1.0,0.0482,0.0301,0.0,0.127,0.239,147.589
76nqCfJOcFFWBJN32PAksn,Kings & Queens,Ava Max,0.638,0.688,1.0,-4.056,0.0,0.0407,0.00775,0.0,0.126,0.434,129.856
20d27F17AZOxTJOEHAVK2Y,Conversations in the Dark - John Legend vs. David Guetta,John Legend,0.572,0.742,8.0,-4.589,0.0,0.0347,0.245,0.0,0.108,0.376,127.19
5Pgq1Gfeth2CuUhyCXwlfC,Take It Easy,Surfaces,0.765,0.689,6.0,-5.616,1.0,0.0456,0.236,7.39e-06,0.114,0.497,144.958
4umIPjkehX1r7uhmGvXiSV,Intentions (feat. Quavo),Justin Bieber,0.806,0.546,9.0,-6.637,1.0,0.0575,0.3,0.0,0.102,0.874,147.986
0TrPqhAMoaKUFLR7iYDokf,Know Your Worth,Khalid,0.79,0.694,9.0,-7.726,0.0,0.0708,0.145,0.00252,0.281,0.508,103.007
0ycFQvBTfuo1LCdG0HhszL,Tattoos Together,Lauv,0.862,0.4,4.0,-7.486,1.0,0.0736,0.00575,7.49e-06,0.123,0.596,122.963
4wNIkl5XGiAACjFBlDWuSd,What A Man Gotta Do,Jonas Brothers,0.852,0.698,9.0,-7.206,1.0,0.0629,0.00839,1.03e-06,0.0773,0.324,113.039
58fGC7ZRlPhW1J7kLx1goK,Keep It Simple (feat. Wilder Woods),Matoma,0.629,0.82,1.0,-5.651,1.0,0.0543,0.0142,4.34e-05,0.039,0.329,113.95
1e9oZCCiX42nJl0AcqriVo,Watermelon Sugar,Harry Styles,0.548,0.816,0.0,-4.209,1.0,0.0465,0.122,0.0,0.335,0.557,95.39
35MKhw2YBKApmD7fAnPERC,Faith (with Dolly Parton) [feat. Mr. Probz],Galantis,0.547,0.795,8.0,-3.721,1.0,0.0489,0.145,0.0,0.11,0.723,118.118
1z1XegUChLLQfcbtIK8ABn,Body Back (feat. Maia Wright),Gryffin,0.686,0.83,8.0,-4.437,1.0,0.0369,0.0948,1.33e-06,0.182,0.486,123.032
1yTTMcUhL7rtz08Dsgb7Qb,The Bones - with Hozier,Maren Morris,0.561,0.597,11.0,-6.0,0.0,0.0405,0.286,0.0,0.0979,0.355,76.826
3cphb8kdsjElYR7r5icK3H,Nice To Meet Ya,Niall Horan,0.591,0.841,4.0,-4.351,0.0,0.0304,0.0119,0.0,0.395,0.392,109.034
1mpD5Q8IM32I4bF6eCpU74,Up All Night,Khalid,0.665,0.712,1.0,-7.536,1.0,0.0527,0.00103,0.00342,0.102,0.669,93.989
1Cv1YLb4q0RzL6pybtaMLo,Sunday Best,Surfaces,0.878,0.525,5.0,-6.832,1.0,0.0578,0.183,0.0,0.0714,0.694,112.022
4fwo6czG5nvOQMzhOto1ya,Lonely,Diplo,0.738,0.717,1.0,-5.121,1.0,0.0573,0.062,0.0,0.205,0.5,98.047
70YPzqSEwJvAIQ6nMs1cjY,In Your Arms (with X Ambassadors),ILLENIUM,0.404,0.806,2.0,-4.75,1.0,0.0496,0.198,0.0,0.114,0.112,148.036
2b8fOow8UzyDFAE27YhOZM,Memories,Maroon 5,0.764,0.32,11.0,-7.209,1.0,0.0546,0.837,0.0,0.0822,0.575,91.019
6V9fHiv84WlVTg7CSnIVY2,Graveyard,Halsey,0.667,0.583,11.0,-5.127,0.0,0.0747,0.231,4.48e-05,0.181,0.187,92.043
02VHspkXhhH1QCInRWWIfr,Catching Feelings (feat. Six60),Drax Project,0.397,0.524,3.0,-5.846,1.0,0.103,0.607,0.0,0.157,0.343,175.562
6S1IgeHxxOT9qVWnmsdGxe,Treehouse (feat. Shotty Horroh),James Arthur,0.691,0.733,6.0,-5.02,1.0,0.0368,0.184,0.0,0.341,0.797,153.976
4VginDwYTP2eaHJzO0QMjG,Circles,Post Malone,0.704,0.758,0.0,-3.537,1.0,0.0402,0.233,0.00144,0.0924,0.534,120.003
5o8lxcSYAj8uXTiIHoyyA9,Castles,Freya Ridings,0.672,0.752,4.0,-4.866,1.0,0.0843,0.0046,0.00047,0.056,0.429,116.945
2grAr8pWMuLWn8ZYEE9wDV,Never Seen the Rain,Tones And I,0.485,0.461,9.0,-5.646,1.0,0.0444,0.44,0.0,0.232,0.324,87.009
7jaDLcrbilPxoH4mIcYyB3,I Found You,Andy Grammer,0.728,0.701,1.0,-6.58,1.0,0.0406,0.0945,2.08e-05,0.181,0.413,137.97
6oJ6le65B3SEqPwMRNXWjY,Higher Love,Kygo,0.693,0.678,8.0,-7.159,1.0,0.0324,0.0154,6.05e-06,0.101,0.404,103.952
05CwHjIk71RXVU40boRMnR,Call You Mine,The Chainsmokers,0.591,0.702,7.0,-5.59,1.0,0.0289,0.225,0.0,0.414,0.501,104.003
0qc4QlcCxVTGyShurEv1UU,Post Malone (feat. RANI),Sam Feldt,0.59,0.642,7.0,-3.87,1.0,0.122,0.0771,0.0,0.105,0.651,107.356
2kAIpGWnlFLQh48iut6Zzq,Free Spirit,Khalid,0.627,0.446,2.0,-9.477,0.0,0.0332,0.308,0.00077,0.111,0.11,139.994
2qfEcCkEo5NscA9GL7ER72,Nobody,Martin Jensen,0.673,0.687,6.0,-5.295,0.0,0.0623,0.269,0.0,0.181,0.524,96.964
4Gcv5SsxnQWpmOnUI19EJk,All You Need To Know (feat. Calle Lehmann),Gryffin,0.513,0.788,0.0,-4.629,1.0,0.0364,0.00968,0.0,0.11,0.234,139.987
1tNJrcVe6gwLEiZCtprs1u,3 Nights,Dominic Fike,0.815,0.518,7.0,-6.594,0.0,0.0897,0.223,0.0,0.104,0.877,151.891
7nDYw1nNAW4dAqgmW2W3tq,Almost (Sweet Music),Hozier,0.384,0.689,7.0,-5.598,1.0,0.197,0.0217,2.24e-06,0.204,0.702,179.823
4YAg8h8WliHZlW5wuv8Jpk,To Be Young (feat. Doja Cat),Anne-Marie,0.525,0.649,8.0,-4.802,1.0,0.0655,0.241,0.0,0.129,0.286,155.995
5SspaMrPfWyRCS0GpjIxa6,Good Example (with Andy Grammer),R3HAB,0.456,0.496,1.0,-6.986,1.0,0.0743,0.427,0.0,0.134,0.45,90.552
1i3z3GR1JtLswOSJNO0BQw,"You Can't Stop The Girl (From Disney's ""Maleficent: Mistress of Evil"")",Bebe Rexha,0.394,0.718,7.0,-6.336,1.0,0.0607,0.706,0.0,0.116,0.247,151.912
3DXdjHnePKnh6oXw2ZgGSl,Smile,Katy Perry,0.783,0.912,0.0,-3.713,1.0,0.243,0.0238,0.0,0.339,0.749,98.025
73h4oe03sZy8bXfQLfnqMv,Who's Laughing Now,Ava Max,0.648,0.641,7.0,-5.521,1.0,0.0389,0.00565,3.63e-06,0.109,0.505,184.021
7c2ag2Q4vhJyjDANataJj2,Drinks,Cyn,0.818,0.803,0.0,-6.733,1.0,0.129,0.0591,8.75e-05,0.093,0.34,141.916
4uqh9bualXNHXXwO2wPorc,Daisies,Katy Perry,0.639,0.546,1.0,-5.382,1.0,0.0407,0.0837,0.0,0.122,0.149,122.179
27ycaQnQAxaPiyeg3nr2aB,Midnight Sky,Miley Cyrus,0.705,0.814,4.0,-5.466,0.0,0.0346,0.00115,0.00312,0.203,0.259,110.0
4L6ihclQPu1hqP9r3WNJjQ,Free Woman,Lady Gaga,0.731,0.927,0.0,-3.634,1.0,0.0781,0.0228,7.15e-05,0.187,0.478,119.006
2HvtedoEeymVWrBPyAMNwZ,SUPERBLOOM,MisterWives,0.558,0.889,8.0,-3.945,1.0,0.102,0.191,0.000387,0.328,0.716,170.102
0iLbxQU6BJ2zOa9yK8RNMA,Hurt By You,Donna Missal,0.548,0.689,11.0,-4.442,0.0,0.0332,0.0414,0.0,0.193,0.366,133.669
1VSsfA5Z37dSNPqiK5dxmM,Love Not Loving You,Foxes,0.638,0.951,10.0,-2.985,1.0,0.109,0.00321,0.000126,0.0629,0.487,121.049
1fipvP2zmef6vN2IwXfJhY,I’m Ready (with Demi Lovato),Sam Smith,0.501,0.674,5.0,-6.363,1.0,0.0408,0.00346,3.56e-05,0.282,0.152,155.051
14sOS5L36385FJ3OL8hew4,Happy Now,Kygo,0.693,0.575,9.0,-6.998,1.0,0.0801,0.374,0.0,0.252,0.492,117.999
49dFIRQCQxPWgoH0m38XQ5,Summer Feelings (feat. Charlie Puth) - From 'SCOOB!' The Album,Lennon Stella,0.696,0.686,5.0,-6.113,0.0,0.0309,0.262,0.0,0.174,0.7,115.982
017PF4Q3l4DBUiWoXk4OWT,Break My Heart,Dua Lipa,0.73,0.729,4.0,-3.434,0.0,0.0883,0.167,1.39e-06,0.349,0.467,113.013
62hTXlVQacy3pjBW4ntRPl,1000 Doves,Lady Gaga,0.668,0.826,9.0,-4.466,1.0,0.0383,0.0236,1.07e-05,0.474,0.388,122.973
5v4GgrXPMghOnBBLmveLac,Savage Remix (feat. Beyoncé),Megan Thee Stallion,0.822,0.743,10.0,-4.772,0.0,0.28,0.016,0.0,0.127,0.636,84.459
0CZ8lquoTX2Dkg7Ak2inwA,1950,King Princess,0.6,0.535,4.0,-7.043,1.0,0.107,0.648,4.7e-06,0.162,0.269,71.912
3Dv1eDb0MEgF93GpLXlucZ,Say So,Doja Cat,0.787,0.673,11.0,-4.577,0.0,0.158,0.256,3.57e-06,0.0904,0.786,110.962
7CHi4DtfK4heMlQaudCuHK,Lose Control,MEDUZA,0.598,0.526,10.0,-8.659,0.0,0.0415,0.129,0.0,0.14,0.529,123.935
3Z8FwOEN59mRMxDCtb8N0A,Be Kind (with Halsey),Marshmello,0.63,0.633,4.0,-7.088,1.0,0.0457,0.00776,0.0,0.0541,0.452,93.995
4DpNNXFMMxQEKl7r0ykkWA,Play Date,Melanie Martinez,0.68,0.729,5.0,-5.077,1.0,0.0475,0.612,0.0,0.224,0.446,123.97
5ubwXXOsH9bUhZsQ0Cybha,Level Up,Ciara,0.746,0.825,1.0,-4.666,1.0,0.169,0.0142,0.0107,0.121,0.584,152.914
7szuecWAPwGoV1e5vGu8tl,In Your Eyes,The Weeknd,0.667,0.719,7.0,-5.371,0.0,0.0346,0.00285,8.1e-05,0.0736,0.717,100.021
22UDw8rSfLbUsaAGTXQ4Z8,American Boy,Estelle,0.727,0.729,0.0,-2.99,1.0,0.326,0.171,0.0,0.07,0.512,117.932
2U12JbtnFSYa5Av5wEcEDX,Oh My God,Alec Benjamin,0.696,0.565,5.0,-7.237,0.0,0.0605,0.652,2.02e-06,0.121,0.599,156.11
58q2HKrzhC3ozto2nDdN4z,I Like It,Cardi B,0.816,0.726,5.0,-3.998,0.0,0.129,0.099,0.0,0.372,0.65,136.048
3HWzoMvoF3TQfYg4UPszDq,Truth Hurts,Lizzo,0.715,0.624,4.0,-3.046,0.0,0.114,0.11,0.0,0.123,0.412,158.087
7vgv8KZBSo0TPzyIWG9yzV,Salt,Ava Max,0.693,0.835,6.0,-3.242,1.0,0.0623,0.131,0.0,0.073,0.743,128.057
1KGi9sZVMeszgZOWivFpxs,No Scrubs,TLC,0.743,0.675,8.0,-4.267,0.0,0.0953,0.0251,0.000717,0.0685,0.59,92.909
7lidXGPXPYLNThITAOTlkK,You should be sad,Halsey,0.591,0.585,2.0,-6.35,1.0,0.0277,0.143,0.0,0.109,0.324,110.94
0oiKDZUxZn9i4jCCDmbTM2,Uh Huh,Julia Michaels,0.775,0.663,4.0,-4.834,1.0,0.191,0.161,4.36e-05,0.0678,0.567,137.935
7qtAgn9mwxygsPOsUDVRRt,Survivor,Destiny's Child,0.524,0.904,8.0,-2.071,1.0,0.398,0.0533,0.0,0.776,0.655,161.188
0VjIjW4GlUZAMYd2vXMi3b,Blinding Lights,The Weeknd,0.514,0.73,1.0,-5.934,1.0,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005
6WrI0LAC5M1Rw2MnX2ZvEg,Don't Start Now,Dua Lipa,0.794,0.793,11.0,-4.521,0.0,0.0842,0.0125,0.0,0.0952,0.677,123.941
0GrrLYCH8u81aENhC8FBF4,That's Not My Name,The Ting Tings,0.755,0.901,9.0,-3.152,1.0,0.0893,0.0451,0.0373,0.363,0.959,145.042
2kJu14V7hbZw3I4K8L8SXb,Stupid Love,Lady Gaga,0.676,0.815,8.0,-4.294,1.0,0.0625,0.00146,0.00041,0.275,0.796,117.973
3frUvGrmGcay91lvFbOgsN,Like It Is,Kygo,0.794,0.728,1.0,-6.759,1.0,0.114,0.121,8.82e-06,0.227,0.36,105.024
3FGiFUJRRp5RGikVrs6kig,Underdog,Alicia Keys,0.656,0.722,0.0,-4.726,0.0,0.0478,0.556,0.0,0.134,0.301,90.097
5X73AYzzEE5Di0JwcQKt9N,Bigger Than,Justin Jesso,0.421,0.669,4.0,-4.724,1.0,0.127,0.151,0.0,0.635,0.326,175.788
4gbB4ORVF9jqFWgPF8277Z,Keep On,Sasha Sloan,0.762,0.582,8.0,-8.819,1.0,0.104,0.485,0.0,0.113,0.297,139.998
1xK7enJZVdv37fnnxoZlPq,With You,Kaskade,0.362,0.921,1.0,-3.815,0.0,0.486,0.123,0.0,0.19,0.529,172.191
07Oz5StQ7GRoygNLaXs2pd,Good as Hell (feat. Ariana Grande) - Remix,Lizzo,0.668,0.892,5.0,-3.001,0.0,0.0645,0.298,0.0,0.735,0.478,95.927
5bdPZNRLtytNqjUmSr4S0P,Good as Gold,Greyson Chance,0.473,0.587,2.0,-6.155,1.0,0.0383,0.301,0.0,0.104,0.246,169.935
2grAr8pWMuLWn8ZYEE9wDV,Never Seen the Rain,Tones And I,0.485,0.461,9.0,-5.646,1.0,0.0444,0.44,0.0,0.232,0.324,87.009
3Ex5RFJRUdpHcDOLXJOVLy,Raising Hell (feat. Big Freedia),Kesha,0.676,0.869,1.0,-4.689,0.0,0.132,0.00134,6.77e-05,0.0692,0.271,114.991
2Tl6yt61BEQXygpltqvgzD,Clean,Hey Violet,0.591,0.735,10.0,-4.208,1.0,0.0406,0.00528,0.0,0.112,0.632,143.098
7yfi8B8opXjnRh4VZnOkz9,Cool,Jonas Brothers,0.683,0.598,0.0,-5.487,1.0,0.0423,0.00873,0.0,0.156,0.62,78.969
43rA71bccXFGD4C8GOpIlN,I Forgot That You Existed,Taylor Swift,0.664,0.316,5.0,-10.345,1.0,0.519,0.298,2.03e-06,0.0812,0.541,92.875
5A3fPy30SN2wuzrahpcxvV,"Don't Give Up On Me - (From ""Five Feet Apart"")",Andy Grammer,0.641,0.537,0.0,-5.452,0.0,0.0282,0.0875,9.05e-06,0.115,0.0681,112.864
2FOwRoyI2TTujfAGmHgEJP,Genetics,Meghan Trainor,0.788,0.743,8.0,-7.711,1.0,0.328,0.0284,0.00124,0.34,0.423,122.005
6oJ6le65B3SEqPwMRNXWjY,Higher Love,Kygo,0.693,0.678,8.0,-7.159,1.0,0.0324,0.0154,6.05e-06,0.101,0.404,103.952
6ucmgsair6pvRYfwgvI6e0,"SPIRIT - From Disney's ""The Lion King""",Beyoncé,0.238,0.435,5.0,-8.096,1.0,0.0497,0.00956,0.0,0.0981,0.0447,78.797
2iuZJX9X9P0GKaE93xcPjk,Sugar,Maroon 5,0.748,0.788,1.0,-7.055,1.0,0.0334,0.0591,0.0,0.0863,0.884,120.076
222B3aljXx6fFwKmFjuBED,Woman Like Me (feat. Nicki Minaj),Little Mix,0.754,0.854,5.0,-3.449,0.0,0.0608,0.177,0.0,0.0808,0.8,75.002
1mea3bSkSGXuIRvnydlB5b,Viva La Vida,Coldplay,0.485,0.619,5.0,-7.115,0.0,0.0289,0.0941,3.31e-06,0.109,0.416,138.017
5icOoE6VgqFKohjWWNp0Ac,Here With Me,Marshmello,0.791,0.565,5.0,-3.933,0.0,0.0439,0.0623,0.0,0.156,0.181,99.961
3RauEVgRgj1IuWdJ9fDs70,The Man,Taylor Swift,0.777,0.658,0.0,-5.191,1.0,0.054,0.0767,0.0,0.0901,0.633,110.048
0OGNtqKkjI7FCE9HZ4Khgo,Power Over Me,Dermot Kennedy,0.42,0.843,9.0,-4.231,0.0,0.121,0.0519,0.0,0.106,0.491,173.827
1zHmzN75pKHflokUGZh7sA,"Hurt Me - From ""Songland""",Meghan Trainor,0.873,0.651,11.0,-5.937,0.0,0.0759,0.219,0.0,0.27,0.675,113.001
6OtCIsQZ64Vs1EbzztvAv4,Good Life,OneRepublic,0.634,0.69,6.0,-7.804,1.0,0.052,0.0771,0.0,0.132,0.645,94.988
6aIAuKNU8JlVaTmoCYYN6U,Glad He's Gone,Tove Lo,0.795,0.595,1.0,-8.073,1.0,0.0698,0.0823,0.0,0.128,0.502,91.025
2WyRfGeHo97VC5mP1BBSzr,Mother's Daughter,Miley Cyrus,0.681,0.865,1.0,-4.132,0.0,0.0594,0.00464,0.00169,0.149,0.528,91.017
23zzZpPotrX7adSotiOvtP,Castles,Freya Ridings,0.672,0.752,4.0,-4.866,1.0,0.0843,0.0046,0.00047,0.056,0.429,116.945
3HVWdVOQ0ZA45FuZGSfvns,I Don't Care (with Justin Bieber),Ed Sheeran,0.798,0.675,6.0,-5.041,1.0,0.0442,0.0912,0.0,0.0894,0.842,101.956
6g0Orsxv6glTJCt4cHsRsQ,Formation,Beyoncé,0.896,0.621,5.0,-6.857,0.0,0.237,0.00532,0.0,0.196,0.818,121.966
4Sib57MmYGJzSvkW84jTwh,ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,0.614,0.839,0.0,-4.143,1.0,0.0702,0.0291,0.0,0.112,0.657,182.123
6h2wpo2pshM8QnAvRySEO0,Soulmate,Lizzo,0.693,0.849,7.0,-4.517,1.0,0.0892,0.00466,0.00127,0.503,0.767,99.021
5Glf3tBr73L1fbO9u4pL7r,"Badass Woman - From The Motion Picture ""The Hustle""",Meghan Trainor,0.726,0.869,6.0,-3.978,1.0,0.0638,0.0181,0.00022,0.332,0.529,112.966
6o3QUC5oAE4g6WxRIFcZtb,Wishing Well,Juice WRLD,0.65,0.613,9.0,-6.13,0.0,0.128,0.00336,0.0,0.267,0.0804,149.972
7KzIHJu1KFh4D8VhhmvTro,Nothing to Work Out,Elko,0.65,0.746,6.0,-5.067,0.0,0.0345,0.0262,0.0,0.0959,0.586,149.928
4C4HQvKybvDoqg57TH4Ewk,Seasons,Ollie,0.729,0.748,7.0,-7.034,1.0,0.28,0.134,0.0,0.11,0.727,152.025
3h1QEqhVgDOpFQ7qfYH62L,Wishing and Hoping,Landon Cube,0.499,0.884,4.0,-4.601,0.0,0.0556,0.00654,2.89e-05,0.16,0.547,175.049
5hNnZd1qJ1tJdVU7vwQ1DX,Demons,Merkules,0.745,0.443,0.0,-10.489,1.0,0.298,0.583,0.0,0.128,0.388,106.13
71staqCBFArNBB1O7Sw3J8,Bad Dream,Jutes,0.77,0.648,9.0,-5.675,1.0,0.0323,0.251,4.3e-06,0.132,0.417,99.988
0A3nVGUkAN4MDBcnIXrheL,Fire,MASN,0.542,0.433,4.0,-8.333,1.0,0.0344,0.391,0.0,0.0836,0.23,83.569
22INV92iL1i9gg0pJOoMCN,Not Enough,bloom,0.653,0.486,7.0,-8.792,0.0,0.0314,0.458,0.0,0.149,0.447,146.023
0EgkGFmAdFLkZVtbyGlQRe,Top Gone (with Lunay),Lil Mosey,0.83,0.467,6.0,-7.204,0.0,0.0872,0.0512,0.0,0.0648,0.529,104.017
3f1ChZHm6v4KdUaEW5y5qd,Me and You,Cold Hart,0.613,0.614,1.0,-7.235,1.0,0.0439,0.0143,0.0,0.094,0.198,93.984
5Ef3pvRvBdDHGfgRPF7bhs,Anxxiety,SayWeCanFly,0.558,0.725,1.0,-6.229,0.0,0.0992,0.175,0.000166,0.18,0.473,150.885
19FnL4NWyOG0KiZofHG73V,Dead Roses,Ollie,0.827,0.447,4.0,-9.06,0.0,0.0735,0.722,0.0,0.278,0.381,109.925
55QuVLU2eUoyhQNX85SdpI,HURT ME,benny mayne,0.771,0.477,2.0,-6.993,1.0,0.0418,0.579,0.0,0.105,0.416,150.003
1HWgcFyZ4wKia83CDGWH4N,Lost In Time,Wifisfuneral,0.481,0.507,10.0,-12.608,0.0,0.059,0.892,9.44e-05,0.141,0.432,93.313
